x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.48368191719055176,0.7470300197601318,2.0019312785279908e-07,0.5255010724067688,0.6139571070671082,-0.040140021592378616,0.5238960385322571,0.48147398233413696,-0.07341718673706055,0.5037818551063538,0.41521474719047546,-0.10383675992488861,0.4855436682701111,0.36976802349090576,-0.13425403833389282,0.4812423288822174,0.4965924322605133,-0.11826270818710327,0.4607197940349579,0.38369473814964294,-0.18317101895809174,0.4534507095813751,0.3668423295021057,-0.21958759427070618,0.45277178287506104,0.3776416778564453,-0.24169301986694336,0.4582604467868805,0.5666823387145996,-0.13100621104240417,0.41733095049858093,0.5041810870170593,-0.200798898935318,0.41403624415397644,0.4795929789543152,-0.2334742248058319,0.41193029284477234,0.4589598476886749,-0.255299836397171,0.4471726715564728,0.6542103290557861,-0.1451149433851242,0.4224551320075989,0.6375244855880737,-0.2067350447177887,0.420479416847229,0.6093080639839172,-0.22881202399730682,0.412323921918869,0.5731512308120728,-0.24367059767246246,0.44618386030197144,0.7438182830810547,-0.16114690899848938,0.4463655650615692,0.7568658590316772,-0.20837482810020447,0.44811731576919556,0.7454007863998413,-0.22409813106060028,0.4391117990016937,0.7203055620193481,-0.23625469207763672,0
0.2619273066520691,0.695647120475769,1.3176196489439462e-06,0.2846107482910156,0.5333625078201294,-0.02143169194459915,0.35039252042770386,0.38530558347702026,-0.05990670621395111,0.4311816394329071,0.29922258853912354,-0.09383872151374817,0.4978397488594055,0.2752950191497803,-0.1332334578037262,0.3712354004383087,0.3928688168525696,-0.15042635798454285,0.5301758646965027,0.3380699157714844,-0.2175717055797577,0.6230703592300415,0.29652008414268494,-0.2530001401901245,0.6959950923919678,0.2563689947128296,-0.2768592834472656,0.3824770748615265,0.49882790446281433,-0.1731204390525818,0.5452872514724731,0.4340120553970337,-0.2444675713777542,0.6482952833175659,0.3791618049144745,-0.27366769313812256,0.7262281179428101,0.3288307785987854,-0.2937374413013458,0.39841654896736145,0.6165885329246521,-0.1909102201461792,0.5441643595695496,0.5523743629455566,-0.25224557518959045,0.6395140886306763,0.49535679817199707,-0.27511101961135864,0.7079254388809204,0.43764859437942505,-0.288739413022995,0.41738826036453247,0.7266530990600586,-0.20706212520599365,0.526532769203186,0.6717847585678101,-0.25987544655799866,0.5963646173477173,0.6205762624740601,-0.28099265694618225,0.6558659076690674,0.5725675821304321,-0.29415374994277954,0
0.2680293917655945,0.7586941719055176,6.509426953016373e-07,0.38545334339141846,0.7150090932846069,-0.07407312095165253,0.45258891582489014,0.6134499311447144,-0.12018080800771713,0.46613842248916626,0.5049587488174438,-0.15835100412368774,0.4405766725540161,0.4161260426044464,-0.20221728086471558,0.37448471784591675,0.48860499262809753,-0.13439010083675385,0.3881833255290985,0.3862435817718506,-0.21441978216171265,0.39432305097579956,0.3268163800239563,-0.27190980315208435,0.40237197279930115,0.2646530270576477,-0.31319767236709595,0.30379265546798706,0.4810032844543457,-0.13696317374706268,0.31345129013061523,0.3629470467567444,-0.2173420935869217,0.31673866510391235,0.2882744371891022,-0.2750213146209717,0.3249000608921051,0.20734769105911255,-0.3203480839729309,0.2346547544002533,0.5048878788948059,-0.1447523534297943,0.23885798454284668,0.39297759532928467,-0.2228301763534546,0.24097894132137299,0.31311869621276855,-0.269991397857666,0.24706420302391052,0.23636411130428314,-0.3032377362251282,0.16697126626968384,0.5506271123886108,-0.15659920871257782,0.17037184536457062,0.46047696471214294,-0.22565564513206482,0.17843623459339142,0.40012097358703613,-0.2651354968547821,0.18886971473693848,0.3414607644081116,-0.2948353886604309,0
0.43247145414352417,0.8010610938072205,1.937408740104729e-07,0.4588301181793213,0.602832555770874,-0.03555130586028099,0.4165850579738617,0.4694274365901947,-0.052304770797491074,0.36075881123542786,0.4048488736152649,-0.06952547281980515,0.313274085521698,0.34883737564086914,-0.09003673493862152,0.33058133721351624,0.4779183566570282,-0.045359816402196884,0.28598225116729736,0.39862921833992004,-0.09406165033578873,0.2645881175994873,0.3586493730545044,-0.14038212597370148,0.24962976574897766,0.31366032361984253,-0.17677892744541168,0.3150544762611389,0.5447152256965637,-0.057493213564157486,0.2654592990875244,0.4775131344795227,-0.11012822389602661,0.23931267857551575,0.4331560730934143,-0.16427721083164215,0.21461854875087738,0.37877577543258667,-0.20837506651878357,0.31227320432662964,0.6270918846130371,-0.07410243153572083,0.2601832449436188,0.5822262763977051,-0.1288815289735794,0.23600827157497406,0.5318405032157898,-0.17741721868515015,0.21464002132415771,0.48330456018447876,-0.21352511644363403,0.31509092450141907,0.7163528203964233,-0.09297750890254974,0.28417640924453735,0.695122480392456,-0.1413949579000473,0.2706085443496704,0.6551058888435364,-0.17633259296417236,0.2584116458892822,0.612175703048706,-0.2052236646413803,0
0.4734046459197998,0.7853732705116272,5.058527374757205e-09,0.5052921175956726,0.5883867740631104,-0.025063036009669304,0.4736221432685852,0.4577382802963257,-0.03703353926539421,0.4190000295639038,0.3857771158218384,-0.05012807995080948,0.37790799140930176,0.32857027649879456,-0.06513457000255585,0.4108537435531616,0.46984460949897766,-0.02791821025311947,0.36619696021080017,0.38618069887161255,-0.06392728537321091,0.3438216745853424,0.34595736861228943,-0.09911247342824936,0.3297215402126312,0.2956445813179016,-0.1279432624578476,0.39290738105773926,0.5361067652702332,-0.0382642038166523,0.34636634588241577,0.46409285068511963,-0.07794766128063202,0.31890669465065,0.42009222507476807,-0.11757073551416397,0.29627108573913574,0.3636094927787781,-0.15145538747310638,0.38199281692504883,0.6151304244995117,-0.05200842395424843,0.3346630930900574,0.564534068107605,-0.09239113330841064,0.3134971261024475,0.5189826488494873,-0.12203986942768097,0.2985568940639496,0.4716811180114746,-0.14530497789382935,0.37424784898757935,0.7002717852592468,-0.06786853820085526,0.3431108891963959,0.670820415019989,-0.10029534995555878,0.3335901200771332,0.6324708461761475,-0.12032842636108398,0.3263843059539795,0.5875911116600037,-0.1386500895023346,0
0.19185347855091095,0.7547920942306519,1.2511080740296165e-06,0.20534783601760864,0.5954005718231201,-0.02571782097220421,0.25218966603279114,0.44007760286331177,-0.06054585427045822,0.3197234272956848,0.3478749990463257,-0.09098357707262039,0.39297351241111755,0.3375239670276642,-0.12299463152885437,0.27702227234840393,0.44350311160087585,-0.11967239528894424,0.433512806892395,0.3910200893878937,-0.17720434069633484,0.526580810546875,0.35894033312797546,-0.2074945569038391,0.599297046661377,0.3293367326259613,-0.22639501094818115,0.2861330807209015,0.5435001254081726,-0.13581068813800812,0.4492356777191162,0.47994279861450195,-0.19327868521213531,0.5527403354644775,0.43432989716529846,-0.21459873020648956,0.6291792988777161,0.3950483500957489,-0.22846344113349915,0.30366069078445435,0.6544520854949951,-0.14961913228034973,0.4488010108470917,0.5952698588371277,-0.19736070930957794,0.5497174263000488,0.5470094084739685,-0.21132013201713562,0.621171772480011,0.5003837943077087,-0.21790039539337158,0.32625800371170044,0.7546793222427368,-0.16374459862709045,0.4381360411643982,0.7002754211425781,-0.2000586986541748,0.5082641839981079,0.6541048288345337,-0.21071381866931915,0.564824640750885,0.6110521554946899,-0.21655797958374023,0
0.1902703493833542,0.7401791214942932,1.2046660913256346e-06,0.20561392605304718,0.574451744556427,-0.018277548253536224,0.25610917806625366,0.4235471487045288,-0.05020550638437271,0.33126842975616455,0.33632391691207886,-0.0784224420785904,0.40848320722579956,0.3145410716533661,-0.10835200548171997,0.2872694730758667,0.4134150445461273,-0.11531531065702438,0.44988709688186646,0.36866331100463867,-0.17007748782634735,0.5436004996299744,0.3368094265460968,-0.1990288645029068,0.6155787706375122,0.3070737421512604,-0.21739932894706726,0.2960052192211151,0.5161415934562683,-0.13409678637981415,0.47018417716026306,0.45549726486206055,-0.18715374171733856,0.5772823691368103,0.41096678376197815,-0.20577387511730194,0.6542395353317261,0.37084993720054626,-0.2188010811805725,0.31368568539619446,0.630229115486145,-0.14971470832824707,0.47104984521865845,0.5645701289176941,-0.19392886757850647,0.5749717950820923,0.5139874219894409,-0.20486970245838165,0.6470848321914673,0.46621596813201904,-0.21008440852165222,0.3364936411380768,0.7336770296096802,-0.16495788097381592,0.45716482400894165,0.6757674217224121,-0.19763359427452087,0.529998779296875,0.6247066259384155,-0.2050483524799347,0.5885698795318604,0.5768827795982361,-0.20878064632415771,0
0.5690792798995972,0.7112982869148254,4.6242220719250327e-07,0.5830637216567993,0.5722665786743164,-0.035184577107429504,0.5450817346572876,0.456424355506897,-0.059549011290073395,0.48933514952659607,0.3888545632362366,-0.08323558419942856,0.42538130283355713,0.3522803783416748,-0.11225856095552444,0.43916016817092896,0.46922174096107483,-0.07488825917243958,0.37347447872161865,0.39257729053497314,-0.13189008831977844,0.3272373080253601,0.35077640414237976,-0.17390696704387665,0.2831047773361206,0.3145580291748047,-0.20475399494171143,0.4099375605583191,0.535207211971283,-0.09141426533460617,0.33522385358810425,0.4595143795013428,-0.15375526249408722,0.2786179780960083,0.4090914726257324,-0.2003687471151352,0.22773241996765137,0.3660694360733032,-0.23553161323070526,0.39976418018341064,0.6148512363433838,-0.11109864711761475,0.3239915668964386,0.5479535460472107,-0.17405225336551666,0.2731846570968628,0.5031834244728088,-0.21212361752986908,0.22780148684978485,0.4630940854549408,-0.2372971922159195,0.4004290997982025,0.7049345970153809,-0.13204824924468994,0.3452553451061249,0.6500606536865234,-0.19219137728214264,0.310014009475708,0.6085746884346008,-0.22464406490325928,0.2761761248111725,0.5695266127586365,-0.24672704935073853,0
0.5729607343673706,0.7336732149124146,4.178004360255727e-07,0.5866062641143799,0.5880236625671387,-0.030294427648186684,0.5487643480300903,0.4687254726886749,-0.05433676764369011,0.4936971664428711,0.4016360640525818,-0.07942069321870804,0.43117138743400574,0.3561403453350067,-0.10990697145462036,0.44271934032440186,0.47762492299079895,-0.0716952234506607,0.3774109184741974,0.3975037634372711,-0.1297517865896225,0.3317338228225708,0.3534400463104248,-0.1728249341249466,0.28838711977005005,0.3144972324371338,-0.20510056614875793,0.41444191336631775,0.5416202545166016,-0.0929756760597229,0.339492529630661,0.46345844864845276,-0.15906794369220734,0.28195154666900635,0.4106813967227936,-0.2098020762205124,0.2297624945640564,0.364105224609375,-0.24827662110328674,0.40475234389305115,0.6199842691421509,-0.11709993332624435,0.3296270966529846,0.5529650449752808,-0.18360796570777893,0.27923810482025146,0.5044183135032654,-0.22552357614040375,0.23453488945960999,0.4592096209526062,-0.25368645787239075,0.40497007966041565,0.7095063924789429,-0.1420409083366394,0.3500162661075592,0.6560733914375305,-0.20562151074409485,0.31670311093330383,0.6104893684387207,-0.24168726801872253,0.2853389382362366,0.5658681392669678,-0.2668924927711487,0
0.5491417646408081,0.7504060864448547,4.0379126176048885e-07,0.5809888243675232,0.6067547798156738,-0.030740953981876373,0.5517991781234741,0.48257216811180115,-0.05200948566198349,0.5018259286880493,0.40815189480781555,-0.07407797873020172,0.44498196244239807,0.3563036024570465,-0.10138870030641556,0.44421014189720154,0.47320953011512756,-0.06520508229732513,0.3866102993488312,0.38374173641204834,-0.1205407977104187,0.3446461260318756,0.3332064151763916,-0.161640465259552,0.3047083020210266,0.28922712802886963,-0.1920468956232071,0.41017043590545654,0.5315920114517212,-0.0835980772972107,0.34251561760902405,0.4419415295124054,-0.14579974114894867,0.2895553410053253,0.38088688254356384,-0.19340158998966217,0.24117283523082733,0.3278459310531616,-0.22881895303726196,0.3938153088092804,0.6060512065887451,-0.10526309162378311,0.3242851495742798,0.5261973142623901,-0.16852407157421112,0.2765136957168579,0.4707617163658142,-0.20862235128879547,0.2339916080236435,0.41996872425079346,-0.2348410189151764,0.3871501386165619,0.6927260756492615,-0.12792736291885376,0.3353903591632843,0.6321675777435303,-0.18954168260097504,0.30425310134887695,0.584287166595459,-0.22450262308120728,0.275806725025177,0.5377665162086487,-0.24806876480579376,0
